"BioClimVar","Sys ID","CEC ID","Time_Frame_ID","Statistic.x","Value","SourceData","ScoreDate","X","ecoregion","NS.Map.Value.code","system_name","SqKM_system_ecoregion","type","ELCODE","ELSF_CD","BPS_area_system_sq_KM","percent_of_Total_Distribution","Statistic.y","Percent_ecoregion_affected","Bioclim.Variable","Units"
"bio11",722973,"8.1.5",1,"mean",-6.76,"MACA_45_CEMML","3/28/2021",382,"Driftless Area",7420,"Northern_Tallgrass_Prairie",326.3328,"Northern Tallgrass Prairie","CES205.687",7133,148502.0385,0.002197497,"percent area",100,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"9.2.2",1,"mean zscore",1.1,"MACA_45_CEMML","3/28/2021",384,"Lake Manitoba and Lake Agassiz Plain",7420,"Northern_Tallgrass_Prairie",33713.2125,"Northern Tallgrass Prairie","CES205.689",7133,148502.0385,0.227021884,"percent area",56.28,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.2.3",1,"mean",-3.956,"MACA_45_CEMML","3/28/2021",352,"Western Corn Belt Plains",7421,"Central_Tallgrass_Prairie",79265.1177,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.328,"percent area",87.345,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.4",1,"min delta",2.14,"MACA_45_CEMML","3/28/2021",136,"Flint Hills",7421,"Central_Tallgrass_Prairie",2032.0713,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0084,"percent area",0.467,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.4",1,"mean zscore",1.02,"MACA_45_CEMML","3/28/2021",373,"Nebraska Sand Hills",7132,"Central_Mixedgrass_Prairie",902.3886,"Central Mixedgrass Prairie","CES205.689",7104,258931.6956,0.003485045,"percent area",36.486,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.2.3",1,"max delta",2.38,"MACA_45_CEMML","3/28/2021",380,"Western Corn Belt Plains",7132,"Central_Mixedgrass_Prairie",10346.3811,"Central Mixedgrass Prairie","CES205.696",7104,258931.6956,0.039957955,"percent area",87.345,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"9.2.3",1,"max delta",2.56,"MACA_45_CEMML","3/28/2021",389,"Western Corn Belt Plains",7420,"Northern_Tallgrass_Prairie",65179.7685,"Northern Tallgrass Prairie","CES205.694",7133,148502.0385,0.438914975,"percent area",99.45,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.4",1,"max delta",2.14,"MACA_45_CEMML","3/28/2021",371,"Flint Hills",7132,"Central_Mixedgrass_Prairie",1887.057,"Central Mixedgrass Prairie","CES205.687",7104,258931.6956,0.007287856,"percent area",0.467,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.2.3",1,"mean zscore",1.07,"MACA_45_CEMML","3/28/2021",380,"Western Corn Belt Plains",7132,"Central_Mixedgrass_Prairie",10346.3811,"Central Mixedgrass Prairie","CES205.696",7104,258931.6956,0.039957955,"percent area",87.345,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.2.3",1,"mean zscore",1.07,"MACA_45_CEMML","3/28/2021",352,"Western Corn Belt Plains",7421,"Central_Tallgrass_Prairie",79265.1177,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.328,"percent area",87.345,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"8.1.4",1,"max delta",2.52,"MACA_45_CEMML","3/28/2021",385,"North Central Hardwood Forests",7420,"Northern_Tallgrass_Prairie",5711.8365,"Northern Tallgrass Prairie","CES205.690",7133,148502.0385,0.038463017,"percent area",100,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"8.1.4",1,"mean delta",2.3,"MACA_45_CEMML","3/28/2021",385,"North Central Hardwood Forests",7420,"Northern_Tallgrass_Prairie",5711.8365,"Northern Tallgrass Prairie","CES205.690",7133,148502.0385,0.038463017,"percent area",100,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"8.1.5",1,"mean delta",2.47,"MACA_45_CEMML","3/28/2021",382,"Driftless Area",7420,"Northern_Tallgrass_Prairie",326.3328,"Northern Tallgrass Prairie","CES205.687",7133,148502.0385,0.002197497,"percent area",100,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.4",1,"min delta",1.95,"MACA_45_CEMML","3/28/2021",373,"Nebraska Sand Hills",7132,"Central_Mixedgrass_Prairie",902.3886,"Central Mixedgrass Prairie","CES205.689",7104,258931.6956,0.003485045,"percent area",36.486,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"8.1.5",1,"max delta",2.55,"MACA_45_CEMML","3/28/2021",382,"Driftless Area",7420,"Northern_Tallgrass_Prairie",326.3328,"Northern Tallgrass Prairie","CES205.687",7133,148502.0385,0.002197497,"percent area",100,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"9.2.2",1,"min delta",1.74,"MACA_45_CEMML","3/28/2021",384,"Lake Manitoba and Lake Agassiz Plain",7420,"Northern_Tallgrass_Prairie",33713.2125,"Northern Tallgrass Prairie","CES205.689",7133,148502.0385,0.227021884,"percent area",56.28,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.2.3",1,"min delta",2.15,"MACA_45_CEMML","3/28/2021",352,"Western Corn Belt Plains",7421,"Central_Tallgrass_Prairie",79265.1177,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.328,"percent area",87.345,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.1",1,"mean zscore",1.02,"MACA_45_CEMML","3/28/2021",374,"Northwestern Glaciated Plains",7132,"Central_Mixedgrass_Prairie",655.9299,"Central Mixedgrass Prairie","CES205.690",7104,258931.6956,0.002533216,"percent area",67.235,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"9.2.2",1,"max delta",2.29,"MACA_45_CEMML","3/28/2021",384,"Lake Manitoba and Lake Agassiz Plain",7420,"Northern_Tallgrass_Prairie",33713.2125,"Northern Tallgrass Prairie","CES205.689",7133,148502.0385,0.227021884,"percent area",56.28,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.4",1,"max delta",2.23,"MACA_45_CEMML","3/28/2021",373,"Nebraska Sand Hills",7132,"Central_Mixedgrass_Prairie",902.3886,"Central Mixedgrass Prairie","CES205.689",7104,258931.6956,0.003485045,"percent area",36.486,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"9.2.3",1,"mean",-6.3,"MACA_45_CEMML","3/28/2021",389,"Western Corn Belt Plains",7420,"Northern_Tallgrass_Prairie",65179.7685,"Northern Tallgrass Prairie","CES205.694",7133,148502.0385,0.438914975,"percent area",99.45,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"9.2.3",1,"mean zscore",1.17,"MACA_45_CEMML","3/28/2021",389,"Western Corn Belt Plains",7420,"Northern_Tallgrass_Prairie",65179.7685,"Northern Tallgrass Prairie","CES205.694",7133,148502.0385,0.438914975,"percent area",99.45,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.2.3",1,"min delta",2.15,"MACA_45_CEMML","3/28/2021",380,"Western Corn Belt Plains",7132,"Central_Mixedgrass_Prairie",10346.3811,"Central Mixedgrass Prairie","CES205.696",7104,258931.6956,0.039957955,"percent area",87.345,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"mean zscore",1.06,"MACA_45_CEMML","3/28/2021",76,"Central Great Plains",7421,"Central_Tallgrass_Prairie",15499.3986,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0641,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.4",1,"mean delta",2.01,"MACA_45_CEMML","3/28/2021",217,"Nebraska Sand Hills",7421,"Central_Tallgrass_Prairie",4529.7549,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0187,"percent area",36.486,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.4",1,"mean zscore",1.02,"MACA_45_CEMML","3/28/2021",217,"Nebraska Sand Hills",7421,"Central_Tallgrass_Prairie",4529.7549,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0187,"percent area",36.486,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.4",1,"mean delta",2.01,"MACA_45_CEMML","3/28/2021",373,"Nebraska Sand Hills",7132,"Central_Mixedgrass_Prairie",902.3886,"Central Mixedgrass Prairie","CES205.689",7104,258931.6956,0.003485045,"percent area",36.486,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"mean delta",2.15,"MACA_45_CEMML","3/28/2021",367,"Central Great Plains",7132,"Central_Mixedgrass_Prairie",145368.1161,"Central Mixedgrass Prairie","CES205.683",7104,258931.6956,0.561414916,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"max delta",2.38,"MACA_45_CEMML","3/28/2021",367,"Central Great Plains",7132,"Central_Mixedgrass_Prairie",145368.1161,"Central Mixedgrass Prairie","CES205.683",7104,258931.6956,0.561414916,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.1",1,"mean delta",2.15,"MACA_45_CEMML","3/28/2021",374,"Northwestern Glaciated Plains",7132,"Central_Mixedgrass_Prairie",655.9299,"Central Mixedgrass Prairie","CES205.690",7104,258931.6956,0.002533216,"percent area",67.235,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"9.2.2",1,"mean",-10.42,"MACA_45_CEMML","3/28/2021",384,"Lake Manitoba and Lake Agassiz Plain",7420,"Northern_Tallgrass_Prairie",33713.2125,"Northern Tallgrass Prairie","CES205.689",7133,148502.0385,0.227021884,"percent area",56.28,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.2.3",1,"mean delta",2.28,"MACA_45_CEMML","3/28/2021",380,"Western Corn Belt Plains",7132,"Central_Mixedgrass_Prairie",10346.3811,"Central Mixedgrass Prairie","CES205.696",7104,258931.6956,0.039957955,"percent area",87.345,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.2.3",1,"max delta",2.38,"MACA_45_CEMML","3/28/2021",352,"Western Corn Belt Plains",7421,"Central_Tallgrass_Prairie",79265.1177,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.328,"percent area",87.345,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.4",1,"mean",-2.525,"MACA_45_CEMML","3/28/2021",217,"Nebraska Sand Hills",7421,"Central_Tallgrass_Prairie",4529.7549,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0187,"percent area",36.486,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.4",1,"mean zscore",1,"MACA_45_CEMML","3/28/2021",136,"Flint Hills",7421,"Central_Tallgrass_Prairie",2032.0713,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0084,"percent area",0.467,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"mean",1.55,"MACA_45_CEMML","3/28/2021",367,"Central Great Plains",7132,"Central_Mixedgrass_Prairie",145368.1161,"Central Mixedgrass Prairie","CES205.683",7104,258931.6956,0.561414916,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"mean",1.55,"MACA_45_CEMML","3/28/2021",76,"Central Great Plains",7421,"Central_Tallgrass_Prairie",15499.3986,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0641,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.3.1",1,"min delta",2.06,"MACA_45_CEMML","3/28/2021",374,"Northwestern Glaciated Plains",7132,"Central_Mixedgrass_Prairie",655.9299,"Central Mixedgrass Prairie","CES205.690",7104,258931.6956,0.002533216,"percent area",67.235,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"mean zscore",1.06,"MACA_45_CEMML","3/28/2021",367,"Central Great Plains",7132,"Central_Mixedgrass_Prairie",145368.1161,"Central Mixedgrass Prairie","CES205.683",7104,258931.6956,0.561414916,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"min delta",1.84,"MACA_45_CEMML","3/28/2021",367,"Central Great Plains",7132,"Central_Mixedgrass_Prairie",145368.1161,"Central Mixedgrass Prairie","CES205.683",7104,258931.6956,0.561414916,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"mean delta",2.15,"MACA_45_CEMML","3/28/2021",76,"Central Great Plains",7421,"Central_Tallgrass_Prairie",15499.3986,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0641,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.2.3",1,"mean delta",2.28,"MACA_45_CEMML","3/28/2021",352,"Western Corn Belt Plains",7421,"Central_Tallgrass_Prairie",79265.1177,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.328,"percent area",87.345,"Mean Temperature of Coldest Quarter","C"
"bio11",722973,"9.2.2",1,"mean delta",2.02,"MACA_45_CEMML","3/28/2021",384,"Lake Manitoba and Lake Agassiz Plain",7420,"Northern_Tallgrass_Prairie",33713.2125,"Northern Tallgrass Prairie","CES205.689",7133,148502.0385,0.227021884,"percent area",56.28,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"max delta",2.38,"MACA_45_CEMML","3/28/2021",76,"Central Great Plains",7421,"Central_Tallgrass_Prairie",15499.3986,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0641,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio11",722976,"9.4.2",1,"min delta",1.84,"MACA_45_CEMML","3/28/2021",76,"Central Great Plains",7421,"Central_Tallgrass_Prairie",15499.3986,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0641,"percent area",66.679,"Mean Temperature of Coldest Quarter","C"
"bio13",722976,"9.3.4",1,"mean zscore",-1.09,"MACA_45_CEMML","3/28/2021",373,"Nebraska Sand Hills",7132,"Central_Mixedgrass_Prairie",902.3886,"Central Mixedgrass Prairie","CES205.689",7104,258931.6956,0.003485045,"percent area",55.41,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.3",1,"mean",94.3,"MACA_45_CEMML","3/28/2021",255,"Northwestern Great Plains",7421,"Central_Tallgrass_Prairie",338.9526,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0014,"percent area",61.92,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.1",1,"min delta",-62.4,"MACA_45_CEMML","3/28/2021",250,"Northwestern Glaciated Plains",7421,"Central_Tallgrass_Prairie",1113.4422,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0046,"percent area",100,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.1",1,"mean zscore",-1.37,"MACA_45_CEMML","3/28/2021",250,"Northwestern Glaciated Plains",7421,"Central_Tallgrass_Prairie",1113.4422,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0046,"percent area",100,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.4",1,"min delta",-57.2,"MACA_45_CEMML","3/28/2021",373,"Nebraska Sand Hills",7132,"Central_Mixedgrass_Prairie",902.3886,"Central Mixedgrass Prairie","CES205.689",7104,258931.6956,0.003485045,"percent area",55.41,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.3",1,"mean",94.3,"MACA_45_CEMML","3/28/2021",375,"Northwestern Great Plains",7132,"Central_Mixedgrass_Prairie",3187.8846,"Central Mixedgrass Prairie","CES205.691",7104,258931.6956,0.012311682,"percent area",61.92,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.4",1,"min delta",-88.5,"MACA_45_CEMML","3/28/2021",136,"Flint Hills",7421,"Central_Tallgrass_Prairie",2032.0713,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0084,"percent area",91.9,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.1",1,"max delta",-46.9,"MACA_45_CEMML","3/28/2021",250,"Northwestern Glaciated Plains",7421,"Central_Tallgrass_Prairie",1113.4422,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0046,"percent area",100,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.1",1,"max delta",-30.4,"MACA_45_CEMML","3/28/2021",372,"High Plains",7132,"Central_Mixedgrass_Prairie",45632.7594,"Central Mixedgrass Prairie","CES205.688",7104,258931.6956,0.176234737,"percent area",39.06,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.1",1,"mean",101.2,"MACA_45_CEMML","3/28/2021",374,"Northwestern Glaciated Plains",7132,"Central_Mixedgrass_Prairie",655.9299,"Central Mixedgrass Prairie","CES205.690",7104,258931.6956,0.002533216,"percent area",100,"Precipitation of Wettest Month","mm"
"bio13",722973,"9.2.3",1,"mean",118.1,"MACA_45_CEMML","3/28/2021",389,"Western Corn Belt Plains",7420,"Northern_Tallgrass_Prairie",65179.7685,"Northern Tallgrass Prairie","CES205.694",7133,148502.0385,0.438914975,"percent area",99.274,"Precipitation of Wettest Month","mm"
"bio13",722973,"5.2.2",1,"mean",89.1,"MACA_45_CEMML","3/28/2021",387,"Northern Minnesota Wetlands",7420,"Northern_Tallgrass_Prairie",398.7063,"Northern Tallgrass Prairie","CES205.692",7133,148502.0385,0.002684854,"percent area",0.775,"Precipitation of Wettest Month","mm"
"bio13",722973,"9.2.3",1,"mean delta",-54.3,"MACA_45_CEMML","3/28/2021",389,"Western Corn Belt Plains",7420,"Northern_Tallgrass_Prairie",65179.7685,"Northern Tallgrass Prairie","CES205.694",7133,148502.0385,0.438914975,"percent area",99.274,"Precipitation of Wettest Month","mm"
"bio13",722973,"9.2.3",1,"mean zscore",-1.39,"MACA_45_CEMML","3/28/2021",389,"Western Corn Belt Plains",7420,"Northern_Tallgrass_Prairie",65179.7685,"Northern Tallgrass Prairie","CES205.694",7133,148502.0385,0.438914975,"percent area",99.274,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.4",1,"mean zscore",-1.14,"MACA_45_CEMML","3/28/2021",136,"Flint Hills",7421,"Central_Tallgrass_Prairie",2032.0713,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0084,"percent area",91.9,"Precipitation of Wettest Month","mm"
"bio13",722973,"9.2.3",1,"max delta",-34.2,"MACA_45_CEMML","3/28/2021",389,"Western Corn Belt Plains",7420,"Northern_Tallgrass_Prairie",65179.7685,"Northern Tallgrass Prairie","CES205.694",7133,148502.0385,0.438914975,"percent area",99.274,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.4",1,"mean delta",-70.6,"MACA_45_CEMML","3/28/2021",136,"Flint Hills",7421,"Central_Tallgrass_Prairie",2032.0713,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0084,"percent area",91.9,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.1",1,"max delta",-46.9,"MACA_45_CEMML","3/28/2021",374,"Northwestern Glaciated Plains",7132,"Central_Mixedgrass_Prairie",655.9299,"Central Mixedgrass Prairie","CES205.690",7104,258931.6956,0.002533216,"percent area",100,"Precipitation of Wettest Month","mm"
"bio13",722973,"5.2.2",1,"max delta",-36.1,"MACA_45_CEMML","3/28/2021",387,"Northern Minnesota Wetlands",7420,"Northern_Tallgrass_Prairie",398.7063,"Northern Tallgrass Prairie","CES205.692",7133,148502.0385,0.002684854,"percent area",0.775,"Precipitation of Wettest Month","mm"
"bio13",722973,"9.2.1",1,"mean",94.4,"MACA_45_CEMML","3/28/2021",381,"Aspen Parkland/Northern Glaciated Plains",7420,"Northern_Tallgrass_Prairie",43149.2832,"Northern Tallgrass Prairie","CES205.686",7133,148502.0385,0.290563575,"percent area",78.559,"Precipitation of Wettest Month","mm"
"bio13",722973,"5.2.2",1,"mean zscore",-1.01,"MACA_45_CEMML","3/28/2021",387,"Northern Minnesota Wetlands",7420,"Northern_Tallgrass_Prairie",398.7063,"Northern Tallgrass Prairie","CES205.692",7133,148502.0385,0.002684854,"percent area",0.775,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.6",1,"mean delta",-61.3,"MACA_45_CEMML","3/28/2021",370,"Edwards Plateau",7132,"Central_Mixedgrass_Prairie",11388.9726,"Central Mixedgrass Prairie","CES205.686",7104,258931.6956,0.043984467,"percent area",17.4,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.4",1,"max delta",-37.8,"MACA_45_CEMML","3/28/2021",373,"Nebraska Sand Hills",7132,"Central_Mixedgrass_Prairie",902.3886,"Central Mixedgrass Prairie","CES205.689",7104,258931.6956,0.003485045,"percent area",55.41,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.4",1,"max delta",-37.8,"MACA_45_CEMML","3/28/2021",217,"Nebraska Sand Hills",7421,"Central_Tallgrass_Prairie",4529.7549,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0187,"percent area",55.41,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.3",1,"mean delta",-45.2,"MACA_45_CEMML","3/28/2021",375,"Northwestern Great Plains",7132,"Central_Mixedgrass_Prairie",3187.8846,"Central Mixedgrass Prairie","CES205.691",7104,258931.6956,0.012311682,"percent area",61.92,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.3",1,"mean zscore",-1.12,"MACA_45_CEMML","3/28/2021",375,"Northwestern Great Plains",7132,"Central_Mixedgrass_Prairie",3187.8846,"Central Mixedgrass Prairie","CES205.691",7104,258931.6956,0.012311682,"percent area",61.92,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.4",1,"mean delta",-70.6,"MACA_45_CEMML","3/28/2021",371,"Flint Hills",7132,"Central_Mixedgrass_Prairie",1887.057,"Central Mixedgrass Prairie","CES205.687",7104,258931.6956,0.007287856,"percent area",91.9,"Precipitation of Wettest Month","mm"
"bio13",722973,"9.2.1",1,"min delta",-65.5,"MACA_45_CEMML","3/28/2021",381,"Aspen Parkland/Northern Glaciated Plains",7420,"Northern_Tallgrass_Prairie",43149.2832,"Northern Tallgrass Prairie","CES205.686",7133,148502.0385,0.290563575,"percent area",78.559,"Precipitation of Wettest Month","mm"
"bio13",722973,"8.1.4",1,"mean delta",-42.1,"MACA_45_CEMML","3/28/2021",385,"North Central Hardwood Forests",7420,"Northern_Tallgrass_Prairie",5711.8365,"Northern Tallgrass Prairie","CES205.690",7133,148502.0385,0.038463017,"percent area",92.838,"Precipitation of Wettest Month","mm"
"bio13",722973,"9.2.1",1,"max delta",-30.1,"MACA_45_CEMML","3/28/2021",381,"Aspen Parkland/Northern Glaciated Plains",7420,"Northern_Tallgrass_Prairie",43149.2832,"Northern Tallgrass Prairie","CES205.686",7133,148502.0385,0.290563575,"percent area",78.559,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.1",1,"mean",77.5,"MACA_45_CEMML","3/28/2021",372,"High Plains",7132,"Central_Mixedgrass_Prairie",45632.7594,"Central Mixedgrass Prairie","CES205.688",7104,258931.6956,0.176234737,"percent area",39.06,"Precipitation of Wettest Month","mm"
"bio13",722973,"9.2.3",1,"min delta",-82.8,"MACA_45_CEMML","3/28/2021",389,"Western Corn Belt Plains",7420,"Northern_Tallgrass_Prairie",65179.7685,"Northern Tallgrass Prairie","CES205.694",7133,148502.0385,0.438914975,"percent area",99.274,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.6",1,"min delta",-72.6,"MACA_45_CEMML","3/28/2021",370,"Edwards Plateau",7132,"Central_Mixedgrass_Prairie",11388.9726,"Central Mixedgrass Prairie","CES205.686",7104,258931.6956,0.043984467,"percent area",17.4,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.1",1,"mean zscore",-1.1,"MACA_45_CEMML","3/28/2021",372,"High Plains",7132,"Central_Mixedgrass_Prairie",45632.7594,"Central Mixedgrass Prairie","CES205.688",7104,258931.6956,0.176234737,"percent area",39.06,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.5",1,"mean zscore",-1.05,"MACA_45_CEMML","3/28/2021",368,"Cross Timbers",7132,"Central_Mixedgrass_Prairie",5554.4697,"Central Mixedgrass Prairie","CES205.684",7104,258931.6956,0.021451486,"percent area",21.4,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.4",1,"mean delta",-50.2,"MACA_45_CEMML","3/28/2021",373,"Nebraska Sand Hills",7132,"Central_Mixedgrass_Prairie",902.3886,"Central Mixedgrass Prairie","CES205.689",7104,258931.6956,0.003485045,"percent area",55.41,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.4",1,"mean",136.5,"MACA_45_CEMML","3/28/2021",371,"Flint Hills",7132,"Central_Mixedgrass_Prairie",1887.057,"Central Mixedgrass Prairie","CES205.687",7104,258931.6956,0.007287856,"percent area",91.9,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.4",1,"mean",98.6,"MACA_45_CEMML","3/28/2021",373,"Nebraska Sand Hills",7132,"Central_Mixedgrass_Prairie",902.3886,"Central Mixedgrass Prairie","CES205.689",7104,258931.6956,0.003485045,"percent area",55.41,"Precipitation of Wettest Month","mm"
"bio13",722973,"8.1.4",1,"mean",109.6,"MACA_45_CEMML","3/28/2021",385,"North Central Hardwood Forests",7420,"Northern_Tallgrass_Prairie",5711.8365,"Northern Tallgrass Prairie","CES205.690",7133,148502.0385,0.038463017,"percent area",92.838,"Precipitation of Wettest Month","mm"
"bio13",722973,"9.2.1",1,"mean delta",-43.5,"MACA_45_CEMML","3/28/2021",381,"Aspen Parkland/Northern Glaciated Plains",7420,"Northern_Tallgrass_Prairie",43149.2832,"Northern Tallgrass Prairie","CES205.686",7133,148502.0385,0.290563575,"percent area",78.559,"Precipitation of Wettest Month","mm"
"bio13",722973,"5.2.2",1,"min delta",-36.1,"MACA_45_CEMML","3/28/2021",387,"Northern Minnesota Wetlands",7420,"Northern_Tallgrass_Prairie",398.7063,"Northern Tallgrass Prairie","CES205.692",7133,148502.0385,0.002684854,"percent area",0.775,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.5",1,"min delta",-71.5,"MACA_45_CEMML","3/28/2021",368,"Cross Timbers",7132,"Central_Mixedgrass_Prairie",5554.4697,"Central Mixedgrass Prairie","CES205.684",7104,258931.6956,0.021451486,"percent area",21.4,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.6",1,"mean",73.2,"MACA_45_CEMML","3/28/2021",370,"Edwards Plateau",7132,"Central_Mixedgrass_Prairie",11388.9726,"Central Mixedgrass Prairie","CES205.686",7104,258931.6956,0.043984467,"percent area",17.4,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.3",1,"min delta",-56.2,"MACA_45_CEMML","3/28/2021",375,"Northwestern Great Plains",7132,"Central_Mixedgrass_Prairie",3187.8846,"Central Mixedgrass Prairie","CES205.691",7104,258931.6956,0.012311682,"percent area",61.92,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.3",1,"min delta",-56.2,"MACA_45_CEMML","3/28/2021",255,"Northwestern Great Plains",7421,"Central_Tallgrass_Prairie",338.9526,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0014,"percent area",61.92,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.4",1,"min delta",-57.2,"MACA_45_CEMML","3/28/2021",217,"Nebraska Sand Hills",7421,"Central_Tallgrass_Prairie",4529.7549,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0187,"percent area",55.41,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.3.1",1,"mean zscore",-1.37,"MACA_45_CEMML","3/28/2021",374,"Northwestern Glaciated Plains",7132,"Central_Mixedgrass_Prairie",655.9299,"Central Mixedgrass Prairie","CES205.690",7104,258931.6956,0.002533216,"percent area",100,"Precipitation of Wettest Month","mm"
